"numero_tombo","especie","autoria","familia","genero","nome_comum","dia_inicio","mes_inicio","ano_inicio","dia_fim","mes_fim","ano_fim","data_registro","coletor","determinador","tipo_de_registro","pais","codigo_pais","estado","municipio","localidade","latitude","longitude","numero_individuos","ambiente"
"MN-0042871","Amazona pretrei","(Temminck, 1830)","Psittacidae","Amazona","Papagaio-charão","03","06","2021","03","06","2021","03/06/2021","B. Carvalho","C. Lima","Observação em campo","Brasil","BR","Rio Grande do Sul","Carazinho","Floresta Nacional de Carazinho","-28.2871","-52.79502","6","Floresta com Araucária"
"MN-0043594","Spinus yarrellii","(Audubon, 1839)","Fringillidae","Spinus","Pintassilgo-do-nordeste","23","02","2024","23","04","2024","23/02/2024 17:18","D. Rocha","R. Cunha","Observação","Brasil","BR","Bahia","Boa Nova","Parque Nacional de Boa Nova","-14.33551","-40.20158","1","Mata-de-cipó"
"MN-0042887","Panthera onca","(Linnaeus, 1758)","Felidae","Panthera","Onça-pintada","02","03","2023","02","01","2024","02/03/2023","M. Andrade","G. Nunes","Armadilha fotográfica","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.92231","-56.28324","3","Planície de inundação do Pantanal"
"MN-0043343","Inia geoffrensis","(Blainville, 1817)","Iniidae","Inia","Boto-cor-de-rosa","05","07","2021","05","08","2021","05/07/2021","T. Almeida","P. Santos","Observação em campo","Brasil","BR","Amazonas","Tefé","RDS Mamirauá","-3.06485","-64.76532","1","Várzea amazônica"
"MN-0043068","Penelope jacucaca","Spix, 1825","Cracidae","Penelope","Jacucaca","04","09","2022","04","11","2022","04/09/2022","C. Lima","T. Almeida","Observação","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.60402","-38.49632","","Caatinga arbórea"
"MN-0043225","Anodorhynchus hyacinthinus","(Latham, 1790)","Psittacidae","Anodorhynchus","Arara-azul-grande","08","07","2018","08","10","2018","08/07/2018","A. Maciel","R. Cunha","Observação","","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.94004","-56.32354","2","Planície de inundação do Pantanal"
"MN-0043719","Paroaria dominicana","(Linnaeus, 1758)","Thraupidae","Paroaria","Cardeal-do-nordeste","05","07","2020","05","07","2020","05/07/2020","B. Carvalho","J. Pereira","Observação em campo","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.61463","-38.48668","4","Caatinga arbórea"
"MN-0043352","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","05","04","2019","05","04","2019","05/04/2019","T. Almeida","P. Santos","Observação","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.64281","-38.53023","2","Caatinga arbórea"
"MN-0043646","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","26","09","2016","26","08","2017","26/09/2016","G. Nunes","P. Santos","Observação em campo","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.34371","-46.50743","2","Campo rupestre / rio de planalto"
"MN-0043896","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","07","12","2024","07","01","2025","07/12/2024","F. Oliveira","P. Santos","Observação em campo","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.05516","-48.01169","","Floresta Atlântica"
"MN-0042853","Prosopis affinis","Spreng.","Fabaceae","Prosopis","Inhanduvá","24","08","2021","24","08","2021","24/08/2021","T. Almeida","L. Souza","Material preservado (herbário)","Brasil","BR","Rio Grande do Sul","Barra do Quaraí","Parque Estadual do Espinilho","-30.18813","-57.50517","2","Savana-estépica (Pampa)"
"MN-0043021","Paubrasilia echinata","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","Fabaceae","Paubrasilia","Pau-brasil","10","06","2021","10","09","2021","10/06/2021 16:25","A. Maciel","B. Carvalho","Material preservado (herbário)","Brasil","BR","Bahia","Una","Reserva Biológica de Una","-15.16182","-39.10879","4","Floresta Atlântica"
"MN-0043846","Phylloscartes ceciliae","Teixeira, 1987","Tyrannidae","Phylloscartes","Cara-pintada","21","07","2019","21","07","2019","21/07/2019","C. Lima","A. Maciel","Observação","Brasil","BR","Alagoas","Murici","Estação Ecológica de Murici","-9.25636","-35.8841","2","Floresta Atlântica"
"MN-0043327","Panthera onca","(Linnaeus, 1758)","Felidae","Panthera","Onça-pintada","05","07","2023","05","07","2024","05/07/2023","M. Andrade","D. Rocha","Registro fotográfico","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.9705","-56.3122","5","Planície de inundação do Pantanal"
"MN-0043331","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","05","12","2020","05","02","2021","05/12/2020","T. Almeida","G. Nunes","Observação","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.77189","-35.13557","6","Floresta Atlântica"
"MN-0043712","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","20","04","2019","20","04","2019","20/04/2019","L. Souza","R. Cunha","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.65253","-54.15879","3","Campos do Pampa"
"MN-0042855","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","04","10","2015","04","07","2016","04/10/2015 20:51","L. Souza","B. Carvalho","Registro fotográfico","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.30792","-52.91825","1","Cerrado / campo limpo"
"MN-0043195","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","17","10","2022","17","11","2022","17/10/2022","D. Rocha","P. Santos","Material preservado (herbário)","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.56172","-37.23909","1","Caatinga arbórea"
"MN-0043615","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","11","03","2018","11","04","2018","11/03/2018","M. Andrade","F. Oliveira","Observação","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.41527","-44.65384","1","Floresta Atlântica montana"
"","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","09","05","2015","09","05","2015","09/05/2015","A. Maciel","G. Nunes","Coleta","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.51171","-37.21823","1","Caatinga arbórea"
"MN-0043834","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","13","07","2022","13","07","2022","13/07/2022","D. Rocha","C. Lima","Observação","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.59078","-38.50211","6","Caatinga arbórea"
"MN-0043870","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","18","10","2017","18","10","2017","18/10/2017","R. Cunha","M. Andrade","Observação","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.48958","-37.26491","3","Caatinga arbórea"
"MN-0043571","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","18","03","2017","18","04","2017","18/03/2017","B. Carvalho","C. Lima","Observação","Brasil","BR","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-2.93058","-59.92618","1","Floresta de terra firme"
"MN-0043888","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","02","04","2020","02","04","2020","02/04/2020","T. Almeida","F. Oliveira","Material preservado (herbário)","Brasil","BR","Bahia","Curaçá","Riacho Melância","-9.16589","-39.85948","2","Caatinga arbustiva"
"MN-0043772","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","20","01","2020","20","04","2020","20/01/2020","P. Santos","T. Almeida","Observação em campo","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.69271","-54.14098","4","Campos do Pampa"
"MN-0042865","Myrmecophaga tridactyla","Linnaeus, 1758","Myrmecophagidae","Myrmecophaga","Tamanduá-bandeira","12","09","2024","12","03","2025","12/09/2024","R. Cunha","G. Nunes","Armadilha fotográfica","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.31762","-52.92326","4","Cerrado / campo limpo"
"MN-0043182","Myrmecophaga tridactyla","Linnaeus, 1758","Myrmecophagidae","Myrmecophaga","Tamanduá-bandeira","01","12","2017","01","03","2019","01/12/2017","G. Nunes","T. Almeida","Observação","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.13065","-47.50779","3","Cerrado sentido restrito"
"MN-0043524","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","","04","2016","","06","2016","04/2016","A. Maciel","A. Maciel","Observação","Brasil","BR","Pará","Melgaço","Floresta Nacional de Caxiuanã","-1.71146","-51.42468","1","Floresta de terra firme"
"MN-0042841","Victoria amazonica","(Poepp.) J.C.Sowerby","Nymphaeaceae","Victoria","Vitória-régia","05","11","2020","05","12","2020","05/11/2020","A. Maciel","J. Pereira","Coleta","Brasil","BR","Amazonas","Tefé","RDS Mamirauá","-3.1047","-64.78957","1","Várzea amazônica"
"MN-0043622","Caiman yacare","(Daudin, 1802)","Alligatoridae","Caiman","Jacaré-do-pantanal","18","09","2016","18","12","2016","18/09/2016","L. Souza","T. Almeida","Observação em campo","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.34804","-56.74808","1","Planície de inundação do Pantanal"
"MN-0042858","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","13","06","2015","13","07","2015","13/06/2015","M. Andrade","M. Andrade","Observação","Brasil","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.69428","-54.13509","","Campos do Pampa"
"MN-0043776","Antilophia galeata","(Lichtenstein, 1823)","Pipridae","Antilophia","Soldadinho","08","07","2016","08","09","2016","08/07/2016","A. Maciel","J. Pereira","Coleta","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.16981","-47.55295","2","Cerrado sentido restrito"
"MN-0043883","Inia geoffrensis","(Blainville, 1817)","Iniidae","Inia","Boto-cor-de-rosa","25","05","2022","25","05","2022","25/05/2022","B. Carvalho","B. Carvalho","Observação em campo","Brasil","BR","Amazonas","Tefé","RDS Mamirauá","-3.13674","-64.8436","4","Várzea amazônica"
"MN-0043378","Xanthopsar flavus","(Gmelin, 1788)","Icteridae","Xanthopsar","Veste-amarela","23","04","2022","23","05","2022","23/04/2022","J. Pereira","M. Andrade","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.66512","-53.76759","3","Campos do Pampa"
"MN-0042996","Xanthopsar flavus","(Gmelin, 1788)","Icteridae","Xanthopsar","Veste-amarela","07","01","2020","07","01","2020","07/01/2020","F. Oliveira","D. Rocha","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Canguçu","Serra do Sudeste (zona rural)","-31.41928","-52.70705","1","Campos do Pampa"
"MN-0043763","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","27","03","2017","27","04","2017","27/03/2017","T. Almeida","G. Nunes","Registro fotográfico","BRASIL","BR","Rio Grande do Sul","Aceguá","Coxilhas de Aceguá","-31.6203","-54.1965","3","Campos do Pampa"
"MN-0043318","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","01","01","2016","01","01","2016","01/01/2016","T. Almeida","T. Almeida","Observação em campo","BRASIL","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.42076","-44.60997","2","Floresta Atlântica montana"
"MN-0043049","Bertholletia excelsa","Bonpl.","Lecythidaceae","Bertholletia","Castanheira-do-pará","06","12","2017","06","12","2017","06/12/2017","B. Carvalho","G. Nunes","Coleta","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.62501","-55.90376","1","Floresta amazônica (sul)"
"MN-0043582","Psophia viridis","Spix, 1825","Psophiidae","Psophia","Jacamim-de-costas-verdes","13","12","2020","13","12","2020","13/12/2020","P. Santos","M. Andrade","Observação","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.56458","-55.93527","3","Floresta amazônica (sul)"
"MN-0043837","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","24","02","2022","24","02","2022","24/02/2022","F. Oliveira","D. Rocha","Observação","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.52266","-42.22523","2","Floresta Atlântica"
"MN-0043303","Paubrasilia echinata","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","Fabaceae","Paubrasilia","Pau-brasil","16","02","2024","16","03","2024","16/02/2024","A. Maciel","A. Maciel","Coleta","Brasil","BR","Bahia","Una","Reserva Biológica de Una","-15.15222","-39.10629","","Floresta Atlântica"
"MN-0043779","Antilophia galeata","(Lichtenstein, 1823)","Pipridae","Antilophia","Soldadinho","","06","2015","","06","2015","06/2015","P. Santos","D. Rocha","Espécime preservado","Brasil","BR","Distrito Federal","Brasília","Estação Ecológica de Águas Emendadas","-15.53638","-47.56792","1","Cerrado / vereda"
"MN-0042823","Caiman yacare","(Daudin, 1802)","Alligatoridae","Caiman","Jacaré-do-pantanal","04","01","2022","04","01","2022","04/01/2022","L. Souza","J. Pereira","Observação em campo","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.35289","-56.76901","2","Planície de inundação do Pantanal"
"MN-0043372","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","20","04","2019","20","05","2019","20/04/2019","R. Cunha","C. Lima","Observação em campo","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.50519","-37.27742","1","Caatinga arbórea"
"MN-0042837","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","19","11","2023","19","01","2024","19/11/2023","P. Santos","J. Pereira","Espécime preservado","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.65495","-38.51653","5","Caatinga arbórea"
"MN-0043355","Jabiru mycteria","(Lichtenstein, 1819)","Ciconiidae","Jabiru","Tuiuiú","08","10","2016","08","10","2016","08/10/2016","A. Maciel","F. Oliveira","Registro fotográfico","Brasil","BR","Mato Grosso do Sul","Corumbá","Estrada Parque Pantanal","-18.99842","-57.6721","1","Planície de inundação do Pantanal"
"MN-0043809","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","13","02","2018","13","03","2018","13/02/2018","J. Pereira","G. Nunes","Observação em campo","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.21606","-36.46792","1","Brejo de altitude"
"MN-0043400","Psophia viridis","Spix, 1825","Psophiidae","Psophia","Jacamim-de-costas-verdes","11","01","2019","11","03","2019","11/01/2019","T. Almeida","C. Lima","Registro fotográfico","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.61227","-55.90851","1","Floresta amazônica (sul)"
"MN-0043890","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","20","03","2016","20","08","2016","20/03/2016","D. Rocha","L. Souza","Armadilha fotográfica","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.61848","-55.97267","3","Floresta amazônica (sul)"
"MN-0043650","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","05","09","2020","05","09","2020","05/09/2020","T. Almeida","F. Oliveira","Material preservado (herbário)","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.76191","-35.13889","","Floresta Atlântica"
"MN-0043420","Amazona pretrei","(Temminck, 1830)","Psittacidae","Amazona","Papagaio-charão","28","04","2022","28","04","2022","28/04/2022","D. Rocha","F. Oliveira","Registro fotográfico","Brasil","BR","Rio Grande do Sul","Carazinho","Floresta Nacional de Carazinho","-28.29385","-52.77479","3","Floresta com Araucária"
"MN-0043467","Spinus yarrellii","(Audubon, 1839)","Fringillidae","Spinus","Pintassilgo-do-nordeste","08","03","2017","08","05","2017","08/03/2017","F. Oliveira","P. Santos","Registro fotográfico","Brasil","BR","Bahia","Boa Nova","Parque Nacional de Boa Nova","-14.37322","-40.24984","3","Mata-de-cipó"
"MN-0043324","Rhea americana","(Linnaeus, 1758)","Rheidae","Rhea","Ema","03","05","2017","03","05","2017","03/05/2017","G. Nunes","D. Rocha","Registro fotográfico","","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.312","-46.50853","4","Campo rupestre / rio de planalto"
"MN-0043876","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","05","04","2021","05","07","2021","05/04/2021","B. Carvalho","P. Santos","Observação em campo","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.0898","-47.97914","1","Floresta Atlântica"
"MN-0043250","Paubrasilia echinata","(Lam.) Gagnon, H.C.Lima & G.P.Lewis","Fabaceae","Paubrasilia","Pau-brasil","08","08","2020","08","10","2020","08/08/2020","F. Oliveira","T. Almeida","Material preservado (herbário)","BRASIL","BR","Bahia","Una","Reserva Biológica de Una","-15.14566","-39.04777","1","Floresta Atlântica"
"MN-0043696","Spinus yarrellii","(Audubon, 1839)","Fringillidae","Spinus","Pintassilgo-do-nordeste","26","01","2018","26","04","2018","26/01/2018 06:07","G. Nunes","L. Souza","Observação em campo","Brasil","BR","Bahia","Boa Nova","Parque Nacional de Boa Nova","-14.3606","-40.17895","2","Mata-de-cipó"
"MN-0043098","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","26","09","2019","26","11","2020","26/09/2019","R. Cunha","G. Nunes","Registro fotográfico","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.27803","-52.921","2","Cerrado / campo limpo"
"MN-0043852","Butia odorata","(Barb.Rodr.) Noblick","Arecaceae","Butia","Butiá","03","03","2018","03","03","2018","03/03/2018","R. Cunha","T. Almeida","Coleta","BRASIL","BR","Rio Grande do Sul","Canguçu","Serra do Sudeste (zona rural)","-31.36416","-52.6927","1","Campos do Pampa"
